,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,Term in Months,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,acc_now_delinq,delinq_amnt,pub_rec_bankruptcies
6065,974543,1196836,3100,3100,3100.0,36,7.51%,96.45,A,A3,"Onondaga Case Management Services, Inc.",5 years,MORTGAGE,32000.0,Verified,Oct-11,Charged Off,credit_card,To pay credit card balance,130xx,NY,17.55,0,Dec-01,1,0,0,6,0,5389,49%,18,0.0,0.0,2721.58,2721.58,2243.06,343.0,0.0,135.52,1.174300001,Jan-14,96.45,,Jun-14,0,0,0.0
6073,973030,1195005,20000,20000,19975.0,60,19.91%,528.88,E,E4,BP Products North America,3 years,MORTGAGE,66000.0,Verified,Oct-11,Charged Off,other,IRS ,770xx,TX,19.65,0,Dec-95,1,31,0,11,0,14132,45.20%,35,0.0,0.0,8888.15,8877.06,3323.68,4606.52,0.0,957.95,9.39,Jan-13,528.88,,Jun-13,0,0,0.0
6089,974121,1196391,5000,5000,5000.0,36,18.25%,181.39,D,D5,United States Air Force,3 years,RENT,36000.0,Source Verified,Oct-11,Charged Off,debt_consolidation,Debt,990xx,WA,15.83,1,Jul-08,1,10,0,5,0,1673,39.80%,8,0.0,0.0,2903.47,2903.47,1757.73,959.52,0.0,186.22,1.9,Jan-13,181.39,,Jun-13,0,0,0.0
6090,891656,1108462,15000,15000,14975.0,60,14.27%,351.13,C,C2,Balloon Promotions,10+ years,RENT,40800.0,Not Verified,Oct-11,Charged Off,medical,Loan,070xx,NJ,13.84,0,Sep-04,0,33,0,6,0,2439,17.10%,16,0.0,0.0,4208.64,4201.68,2211.58,1997.06,0.0,0.0,0.0,Oct-12,351.13,,May-16,0,0,0.0
6098,974043,1196096,6450,6450,6450.0,36,9.91%,207.86,B,B1,WinCo Foods Inc,4 years,RENT,29361.0,Not Verified,Oct-11,Charged Off,moving,Financial Advantage,985xx,WA,17.62,0,Sep-06,0,0,0,10,0,3461,38.90%,14,0.0,0.0,1638.13,1638.13,1106.83,344.9,0.0,186.4,1.98,May-12,207.86,,Oct-12,0,0,0.0
6100,973949,1196185,25000,25000,25000.0,36,14.27%,857.73,C,C2,MaidPro Franchise Corporation,7 years,MORTGAGE,108000.0,Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation Loan,018xx,MA,14.59,0,Dec-95,3,0,0,11,0,22364,77.70%,30,0.0,0.0,15546.72,15546.72,10651.83,4057.93,0.0,836.96,8.36,Mar-13,857.73,,Aug-13,0,0,0.0
6111,878776,1093599,6000,6000,5750.0,36,10.65%,195.44,B,B2,Summit Medical Care,6 years,MORTGAGE,59000.0,Not Verified,Oct-11,Charged Off,credit_card,credit card,600xx,IL,12.33,0,Aug-94,0,56,105,14,1,8772,68.50%,27,0.0,0.0,4685.12,4489.76,3778.7,906.42,0.0,0.0,0.0,Oct-13,195.44,,May-16,0,0,1.0
6125,973533,1195745,2000,2000,1950.0,36,12.69%,67.09,B,B5,"Televox Software, Inc",1 year,RENT,48000.0,Not Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation Loan,366xx,AL,21.43,0,Jun-06,1,0,0,10,0,5405,66.20%,14,0.0,0.0,1262.46,1230.83,899.81,300.07,0.0,62.58,0.74,Apr-13,67.09,,Sep-13,0,0,0.0
6126,972106,1193858,18000,18000,17975.0,36,11.71%,595.37,B,B3,Arrowhead Dermatology,< 1 year,RENT,42480.0,Source Verified,Oct-11,Charged Off,debt_consolidation,Credit card consolitation,850xx,AZ,10.34,0,Apr-96,0,0,110,8,1,14960,68.30%,31,0.0,0.0,4686.47,4680.01,3022.21,1140.9,0.0,523.36,5.35,May-12,595.37,,Oct-12,0,0,1.0
6138,971859,1193616,12000,12000,12000.0,36,15.27%,417.58,C,C4,IBM,2 years,MORTGAGE,170000.0,Verified,Oct-11,Charged Off,other,Debt Consolidation Loan,303xx,GA,17.91,0,Jan-98,2,33,0,19,0,109990,66.30%,36,0.0,0.0,3497.51,3497.51,1923.56,995.09,0.0,578.86,5.69,May-12,417.58,,Dec-12,0,0,0.0
6141,973293,1195306,16300,16300,16300.0,60,20.30%,434.58,E,E5,holiday stationstores,9 years,MORTGAGE,38000.0,Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation Loan,498xx,MI,19.93,0,Dec-99,2,0,0,10,0,15245,75.10%,22,0.0,0.0,14775.72,14775.72,7206.05,7540.55,0.0,29.12,0.0,Aug-14,434.58,,May-16,0,0,0.0
6148,973403,1195400,12000,12000,11975.0,36,15.27%,417.58,C,C4,Post Office,4 years,MORTGAGE,69000.0,Verified,Oct-11,Charged Off,home_improvement,Home Improvement,645xx,MO,17.7,0,Apr-07,3,0,0,9,0,4357,41.50%,11,0.0,0.0,5345.08,5334.0,1922.17,994.38,0.0,2428.53,437.1354,May-12,417.58,,Sep-12,0,0,0.0
6150,894072,1111239,11725,11725,11725.0,60,20.89%,316.48,F,F1,apple,1 year,RENT,85000.0,Source Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation,852xx,AZ,4.7,0,Jan-98,1,0,0,9,0,14493,66.20%,15,0.0,0.0,1970.23,1970.23,581.01,999.39,0.0,389.83,4.0,Mar-12,316.48,,Aug-12,0,0,0.0
6158,969474,1190684,7200,7200,7200.0,36,8.90%,228.63,A,A5,Outback Steakhouse,7 years,RENT,30000.0,Not Verified,Oct-11,Charged Off,car,Auto,968xx,HI,18.72,0,Nov-03,0,0,0,13,0,13715,82.10%,25,0.0,0.0,5844.57,5844.57,4580.3,901.78,0.0,362.49,3.624899999,Oct-13,228.63,,Mar-14,0,0,0.0
6159,969359,1190774,14400,14400,7858.8,36,11.71%,476.3,B,B3,Christie Digital Systems,3 years,MORTGAGE,70000.0,Source Verified,Oct-11,Charged Off,debt_consolidation,Debit Consolidation,442xx,OH,17.57,0,Mar-99,1,0,0,9,0,13521,88.40%,26,0.0,0.0,3718.42,2807.08,1360.65,541.39,0.0,1816.38,326.9484,Feb-12,476.3,,Jul-12,0,0,0.0
6169,973077,1195059,9800,9800,9800.0,36,7.51%,304.89,A,A3,Highland Metals Inc,10+ years,RENT,50000.0,Not Verified,Oct-11,Charged Off,other,Personal Loan,951xx,CA,27.26,0,Dec-01,3,35,0,12,0,12028,30.90%,24,0.0,0.0,2741.22,2741.22,2245.42,495.8,0.0,0.0,0.0,Jul-12,304.89,,May-16,0,0,0.0
6176,971860,1193617,30000,30000,29975.0,36,6.62%,921.11,A,A2,Rbc bank,5 years,MORTGAGE,61500.0,Verified,Oct-11,Charged Off,small_business,6 year existing business loan,344xx,FL,15.4,0,Nov-97,0,0,0,8,0,3051,9.40%,25,0.0,0.0,19230.57,19214.68,15908.04,2513.57,0.0,808.96,8.089599995,Jul-13,26.6,,Nov-13,0,0,0.0
6182,972787,1194763,6000,6000,6000.0,36,6.62%,184.23,A,A2,Teletracking Technologies,5 years,MORTGAGE,66000.0,Source Verified,Oct-11,Charged Off,debt_consolidation,Life's Unexpected Turns,150xx,PA,13.76,0,Jan-95,0,63,0,10,0,17680,39.70%,28,0.0,0.0,2093.87,2093.87,1546.01,292.29,0.0,255.57,2.51,Aug-12,184.23,,Feb-13,0,0,0.0
6183,972780,1194755,14000,14000,13725.0,36,7.90%,438.07,A,A4,Central Casting,6 years,RENT,45000.0,Not Verified,Oct-11,Charged Off,major_purchase,Major Purchase Loan,914xx,CA,10.0,0,Nov-02,0,0,0,5,0,1929,8.10%,8,0.0,0.0,7880.4,7725.6,6583.15,1297.25,0.0,0.0,0.0,Apr-13,438.07,,May-16,0,0,0.0
6189,972414,1194369,16500,16500,16250.0,60,18.25%,421.24,D,D5,The Mortgage Banc,10+ years,RENT,50000.0,Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation,432xx,OH,17.64,0,Jan-99,0,57,91,9,1,11545,74%,16,0.0,0.0,2523.18,2484.9,1059.67,1463.51,0.0,0.0,0.0,Apr-12,421.24,,May-16,0,0,1.0
6190,972687,1194650,26500,26500,26475.0,60,19.42%,693.57,E,E3,l-3 communications,10+ years,OWN,60000.0,Source Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation Loan,945xx,CA,17.56,0,Jul-92,2,0,0,9,0,38841,65.70%,19,0.0,0.0,7079.67,7073.01,806.31,1272.48,0.0,5000.88,1250.56,Jan-12,693.57,,May-16,0,0,0.0
6203,972488,1194450,12000,12000,12000.0,60,18.64%,308.92,E,E1,Burns Hyundai,8 years,MORTGAGE,135000.0,Not Verified,Oct-11,Charged Off,house,Home Improvement Loan,080xx,NJ,10.31,1,Oct-01,2,14,0,9,0,3796,7.50%,24,0.0,0.0,9258.08,9258.08,4632.48,4625.6,0.0,0.0,0.0,Apr-14,308.92,,May-16,0,0,0.0
6206,971991,1193734,13200,13200,13200.0,60,19.91%,349.06,E,E4,JCCA,< 1 year,RENT,45000.0,Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation Loan,104xx,NY,22.19,0,Jan-00,0,38,0,6,0,12951,94.50%,19,0.0,0.0,13919.13,13919.13,6475.41,6440.98,29.92406016,972.82,175.1076,Dec-14,10.46,,Apr-15,0,0,0.0
6208,971765,1193514,25000,25000,25000.0,36,15.27%,869.95,C,C4,Foresight Intelligence,1 year,RENT,100800.0,Source Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation,852xx,AZ,17.83,0,Jun-88,2,0,0,6,0,10065,94.10%,12,0.0,0.0,3472.28,3472.28,2244.93,1227.35,0.0,0.0,0.0,Feb-12,869.95,,May-16,0,0,0.0
6215,972613,1194571,12000,12000,12000.0,60,19.42%,314.07,E,E3,People's Capital,< 1 year,RENT,60000.0,Source Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation Loan,067xx,CT,4.92,2,Jul-95,0,8,0,7,0,2517,54.70%,35,0.0,0.0,6193.87,6193.87,2478.79,3167.81,0.0,547.27,5.38,Apr-13,314.07,,Sep-13,0,0,0.0
6226,970343,1192002,4800,4800,4800.0,36,8.90%,152.42,A,A5,JK Harris,7 years,MORTGAGE,102000.0,Not Verified,Oct-11,Charged Off,other,Other Loan,302xx,GA,16.79,0,Aug-98,1,0,0,10,0,45450,78.20%,25,0.0,0.0,3179.17,3179.17,2499.36,537.84,0.0,141.97,1.3176,Jun-13,152.42,,Nov-13,0,0,0.0
6229,972129,1193884,15250,15250,15200.0,60,19.42%,399.13,E,E3,Coca Cola Refreshments,4 years,RENT,52500.0,Verified,Oct-11,Charged Off,small_business,Loan for Start-up,949xx,CA,23.82,4,Jun-03,0,5,0,7,0,14814,82.30%,16,0.0,0.0,4004.27,3991.21,1118.15,2073.9,0.0,812.22,7.88,Jul-12,402.56,,Nov-12,0,0,0.0
6232,971914,1193673,20000,20000,20000.0,60,12.69%,451.9,B,B5,pioneer baptist church,10+ years,OWN,52500.0,Verified,Oct-11,Charged Off,debt_consolidation,outofdebt,184xx,PA,11.47,0,Nov-89,1,0,0,11,0,21680,51.70%,32,0.0,0.0,17624.1,17624.1,11515.32,6084.42,0.0,24.36,4.3848,Jan-15,451.9,,May-16,0,0,0.0
6239,968392,1189353,7200,7200,7200.0,36,9.91%,232.02,B,B1,All Care Therapies,< 1 year,RENT,30000.0,Not Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation,911xx,CA,17.72,0,Dec-05,0,0,0,6,0,12099,74.20%,11,0.0,0.0,1378.27,1378.27,875.39,282.36,0.0,220.52,2.46,Mar-12,232.02,,Aug-12,0,0,0.0
6241,971708,1193447,23000,23000,23000.0,60,12.42%,516.52,B,B4,North Greene Unit District #3,10+ years,MORTGAGE,39000.0,Verified,Oct-11,Charged Off,small_business,Small Business Loan,620xx,IL,7.88,0,Jan-94,1,0,0,10,0,6840,24.50%,29,0.0,0.0,20128.55,20128.55,12059.77,6525.91,0.01,1542.86,277.7148,Dec-14,0.01,,Mar-15,0,0,0.0
6243,971827,1193580,35000,35000,34975.0,60,22.74%,981.45,G,G1,Iacobellis & Associates,10+ years,RENT,122400.0,Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation Loan,913xx,CA,17.46,0,Apr-95,3,34,0,12,0,18016,84.30%,29,0.0,0.0,39129.06,39101.14,16821.53,19546.14,98.10800163,2663.28,479.3904,Dec-14,981.45,,Apr-15,0,0,0.0
6253,971529,1193277,1400,1400,1400.0,36,8.90%,44.46,A,A5,RRAD,8 years,MORTGAGE,28800.0,Not Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation Loan,755xx,TX,22.25,1,Feb-06,1,9,0,6,0,612,29.10%,26,0.0,0.0,62.86,62.86,0.0,0.0,0.0,62.86,0.59,,0.0,,Sep-15,0,0,0.0
6254,971512,1193257,4200,4200,4200.0,36,17.58%,150.96,D,D4,Verizon wireless,1 year,RENT,70000.0,Source Verified,Oct-11,Charged Off,debt_consolidation,Debt,100xx,NY,3.67,0,Dec-07,0,0,0,9,0,7329,88.80%,10,0.0,0.0,1321.09,1321.09,749.18,452.02,0.0,119.89,1.31,Jun-12,150.96,,Jan-16,0,0,0.0
6259,971449,1193186,30000,30000,7100.0,60,19.03%,778.72,E,E2,Military,10+ years,MORTGAGE,51600.0,Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation Loan,765xx,TX,19.09,0,Dec-99,3,0,0,9,0,22880,83.50%,48,0.0,0.0,1719.57,406.96,0.0,0.0,0.0,1719.57,309.5226,,0.0,,Mar-12,0,0,0.0
6270,971404,1193135,35000,35000,34725.0,60,11.71%,773.44,B,B3,Inova Solutions,3 years,RENT,80000.0,Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation Loan,229xx,VA,9.84,0,Oct-02,0,0,0,8,0,2317,8.20%,14,0.0,0.0,1545.4,1533.26,867.18,678.22,0.0,0.0,0.0,Dec-11,773.44,,May-16,0,0,0.0
6284,971107,1192821,2000,2000,2000.0,36,14.27%,68.62,C,C2,American Airlines,10+ years,MORTGAGE,33000.0,Verified,Oct-11,Charged Off,debt_consolidation,pay off credit cards,857xx,AZ,8.0,0,Apr-96,0,56,0,5,0,1894,78.90%,24,0.0,0.0,967.53,967.53,624.05,264.76,0.0,78.72,0.8,Nov-12,68.62,,May-13,0,0,0.0
6291,971058,1192766,14000,14000,13975.0,60,10.65%,301.96,B,B2,American Center for Learning,10+ years,MORTGAGE,48000.0,Not Verified,Oct-11,Charged Off,medical,Medical,919xx,CA,4.47,0,May-04,2,0,0,11,0,3486,20.70%,20,0.0,0.0,10046.12,10028.39,5831.22,2925.62,0.0,1289.28,11.3617,Apr-14,25.48,,Aug-14,0,0,0.0
6293,970672,1192354,35000,35000,34950.0,60,14.27%,819.3,C,C2,Souther California Edison,10+ years,RENT,130000.0,Verified,Oct-11,Charged Off,debt_consolidation,Personal Debt consolidation loan,905xx,CA,9.6,0,Jul-98,1,0,0,11,0,31712,46.60%,28,0.0,0.0,40599.57,40541.54,25166.4,13305.17,0.0,2128.0,383.04,Sep-15,819.3,,Jan-16,0,0,0.0
6313,969830,1191067,15000,15000,14750.0,60,10.65%,323.53,B,B2,Genuine Parts Company,10+ years,MORTGAGE,75900.0,Not Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation,330xx,FL,14.1,0,Nov-93,0,0,0,8,0,53402,22.30%,16,0.0,0.0,14751.07,14504.86,9623.34,3939.72,0.0,1188.01,213.8418,Apr-15,323.53,,Sep-15,0,0,0.0
6317,970518,1192192,35000,35000,34925.0,60,20.30%,933.14,E,E5,,7 years,MORTGAGE,130000.0,Source Verified,Oct-11,Charged Off,other,Investment,480xx,MI,9.87,0,Oct-98,0,0,0,6,0,13901,90.30%,18,0.0,0.0,18398.01,18358.72,7096.88,9676.42,0.0,1624.71,15.71,Apr-13,933.14,,Sep-13,0,0,0.0
6322,967513,1188647,18000,18000,17950.0,60,11.71%,397.77,B,B3,Optimal Imagine,8 years,RENT,48000.0,Not Verified,Oct-11,Charged Off,medical,Dental,117xx,NY,18.27,0,Jun-98,0,0,0,9,0,19619,57.40%,20,0.0,0.0,15513.3,15470.31,9509.7,4798.82,0.0,1204.78,214.8444,Nov-14,397.77,,Mar-15,0,0,0.0
6333,970386,1192050,23800,23800,23750.0,36,8.90%,755.73,A,A5,,5 years,OWN,102000.0,Verified,Oct-11,Charged Off,home_improvement,Home improvement room addition,760xx,TX,17.91,0,Mar-93,1,0,0,11,0,10250,22.50%,27,0.0,0.0,5239.12,5228.16,3537.55,993.23,0.0,708.34,7.28,Apr-12,755.73,,Oct-12,0,0,0.0
6353,970196,1191441,15600,15600,15600.0,60,19.42%,408.29,E,E3,ERPLY,1 year,OWN,60000.0,Verified,Oct-11,Charged Off,credit_card,Consolidation,077xx,NJ,18.68,0,Dec-00,2,0,0,8,0,5838,95.20%,17,0.0,0.0,9292.51,9292.51,3852.35,4703.68,0.0,736.48,7.198899997,Jul-13,408.29,,Apr-14,0,0,0.0
6362,969858,1191097,11200,11200,11200.0,60,20.89%,302.31,F,F1,NTN BOWER,7 years,MORTGAGE,36000.0,Verified,Oct-11,Charged Off,debt_consolidation,Consolidate,614xx,IL,15.8,0,Oct-00,2,58,0,9,0,8146,82.30%,36,0.0,0.0,7845.93,7845.93,2837.28,3789.56,0.0,1219.09,11.9587,Aug-13,302.31,,Jan-14,0,0,0.0
6364,969733,1191172,17000,17000,17000.0,60,12.42%,381.78,B,B4,Gretchen's House Inc.,5 years,MORTGAGE,28000.0,Source Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation,499xx,MI,12.34,0,Dec-97,2,0,0,10,0,4015,10.30%,30,0.0,0.0,8347.01,8347.01,4544.9,3086.1,0.0,716.01,7.160099998,Jun-13,381.78,,Nov-13,0,0,0.0
6389,969613,1190839,12000,12000,11692.3357,36,7.90%,375.49,A,A4,Deutsche Bank,3 years,RENT,187000.0,Verified,Oct-11,Charged Off,debt_consolidation,Debt refinance,100xx,NY,4.89,0,Oct-04,2,0,0,6,0,0,0%,11,0.0,0.0,8191.47,7977.13,6642.99,1229.49,0.0,318.99,3.0741,Jul-13,375.49,,Dec-13,0,0,0.0
6396,883827,1099110,9000,9000,9000.0,60,14.27%,210.68,C,C2,Fresinius Medical Care,4 years,RENT,27000.0,Source Verified,Oct-11,Charged Off,other,Wedding,153xx,PA,5.64,0,Nov-99,0,0,0,4,0,4753,84.90%,10,0.0,0.0,9059.24,9059.24,5766.51,3278.45,0.0,14.28,2.5704,May-15,210.68,,May-16,0,0,0.0
6426,968702,1189691,24000,24000,23975.0,60,18.64%,617.83,E,E1,"Ernst & Young, LLP",6 years,MORTGAGE,132000.0,Verified,Oct-11,Charged Off,debt_consolidation,Another Debt Consolidation Loan ,182xx,PA,10.03,0,Oct-95,2,0,87,9,1,6280,68.30%,22,0.0,0.0,21624.05,21601.59,11265.46,10327.51,0.0,31.08,0.0,Sep-14,617.83,,Apr-16,0,0,1.0
6438,968703,1189692,12000,12000,12000.0,36,14.65%,413.94,C,C3,CSMD LLP,7 years,OWN,87500.0,Not Verified,Sep-11,Charged Off,debt_consolidation,Debt Consol,945xx,CA,15.89,0,Oct-00,3,63,0,14,0,16681,48.60%,29,0.0,0.0,3470.31,3470.31,1939.05,954.05,0.0,577.21,5.43,May-12,413.94,,Oct-12,0,0,0.0
6444,968798,1189788,2400,2400,2150.0,36,10.65%,78.18,B,B2,Area Agency on Aging,10+ years,MORTGAGE,31000.0,Source Verified,Sep-11,Charged Off,car,Car loan,719xx,AR,20.59,0,Aug-95,0,0,91,6,1,7416,93.90%,14,0.0,0.0,1278.22,1144.84,652.19,205.15,0.0,420.88,75.7584,Sep-12,78.18,,Feb-13,0,0,1.0
6448,968685,1189672,5000,5000,4750.0,36,9.91%,161.13,B,B1,VCA Great Lakes Veterinary Specialists,4 years,RENT,30000.0,Not Verified,Sep-11,Charged Off,debt_consolidation,Lending Club Loan,440xx,OH,21.16,0,Nov-94,0,46,0,9,0,533,41%,23,0.0,0.0,2281.77,2167.46,1633.01,455.96,0.0,192.8,1.99,Nov-12,161.13,,May-13,0,0,0.0
6450,968672,1098976,35000,35000,35000.0,60,18.64%,901.01,E,E1,Princess Cruises,5 years,MORTGAGE,115000.0,Source Verified,Oct-11,Charged Off,debt_consolidation,Credit Card Consolidation Loan,935xx,CA,11.45,0,Jul-85,1,81,0,13,0,28541,67.80%,36,0.0,0.0,44517.49,44517.49,25945.22,18373.31,180.2,18.76,3.3768,Apr-16,368.0,,May-16,0,0,0.0
6472,968370,1189329,1000,1000,1000.0,36,13.49%,33.94,C,C1,tyson foods inc.,< 1 year,RENT,18000.0,Verified,Sep-11,Charged Off,medical,Medical,718xx,AR,17.6,0,Apr-00,1,44,75,6,1,1411,18.60%,20,0.0,0.0,703.21,703.21,502.9,171.9,0.0,28.41,0.2841,Jun-13,33.94,,Nov-13,0,0,0.0
6478,968130,1189083,6350,6350,6350.0,60,19.03%,164.83,E,E2,Hancock Bank,< 1 year,MORTGAGE,25000.0,Verified,Oct-11,Charged Off,credit_card,Credit Cards Consolidation,325xx,FL,24.72,0,Apr-99,1,0,0,11,0,17813,98.40%,19,0.0,0.0,2773.45,2773.45,1067.61,1384.59,0.0,321.25,2.75,Jan-13,164.83,,Jun-13,0,0,0.0
6480,968114,1189063,6775,6775,6750.0,36,7.90%,212.0,A,A4,Conifer Health Solutions,10+ years,RENT,75000.0,Not Verified,Oct-11,Charged Off,small_business,Gifts & Home Decor,926xx,CA,24.49,0,Aug-86,0,0,0,10,0,16081,69.90%,23,0.0,0.0,4821.51,4803.76,4163.13,658.38,0.0,0.0,0.0,Nov-13,393.03,,May-16,0,0,0.0
6481,968098,1189046,6000,6000,6000.0,36,13.49%,203.59,C,C1,EI duPont de Nemours,10+ years,MORTGAGE,85000.0,Source Verified,Sep-11,Charged Off,debt_consolidation,Debt ,197xx,DE,12.3,0,May-81,1,0,0,5,0,16223,75.10%,20,0.0,0.0,4529.16,4529.16,3021.65,1033.35,0.0,474.16,78.9053,Jun-13,203.59,,Nov-13,0,0,0.0
6486,967930,1065797,16000,16000,16000.0,60,13.49%,368.08,C,C2,,10+ years,OWN,200000.0,Source Verified,Oct-11,Charged Off,other,solar panel loan,857xx,AZ,9.17,0,Jan-99,0,47,0,13,0,96468,82.60%,41,0.0,0.0,9193.25,9193.25,5393.2,3800.05,0.0,0.0,0.0,Nov-13,368.08,,May-16,0,0,0.0
6487,965918,1186766,14000,14000,13750.0,60,12.69%,316.33,B,B5,Yoplait  USA,10+ years,MORTGAGE,67200.0,Verified,Oct-11,Charged Off,debt_consolidation,Debt  Consolidation Loan,902xx,CA,3.91,1,Dec-95,0,18,0,5,0,4458,70.80%,9,0.0,0.0,15221.49,14949.64,9623.81,4595.08,0.0,1002.6,180.468,Jul-15,316.33,,Sep-15,0,0,0.0
6493,968014,1188956,7925,7925,7925.0,60,12.42%,177.98,B,B4,ICN FULL TIME SCHOOL,9 years,RENT,24636.0,Source Verified,Oct-11,Charged Off,debt_consolidation,personal loan,605xx,IL,28.2,0,Oct-86,1,0,0,14,0,13379,65.30%,23,0.0,0.0,888.85,888.85,489.24,399.61,0.0,0.0,0.0,Mar-12,177.98,,May-16,0,0,0.0
6494,967857,1188809,22400,22400,22350.0,60,21.67%,614.47,F,F3,Assa Abloy,3 years,MORTGAGE,174792.0,Source Verified,Oct-11,Charged Off,debt_consolidation,One Payment,240xx,VA,18.65,0,Feb-88,1,0,0,14,0,35843,76.60%,53,0.0,0.0,16644.35,16607.21,5210.46,9027.53,0.0,2406.36,24.0636,Dec-13,752.0,,Feb-14,0,0,0.0
6502,967801,1188746,4500,4500,4500.0,36,13.49%,152.69,C,C1,SGI,3 years,OWN,55000.0,Not Verified,Sep-11,Charged Off,debt_consolidation,Credit Card Pay Off,065xx,CT,21.4,0,May-01,0,45,0,8,0,4439,39.60%,16,0.0,0.0,3206.49,3206.49,2393.81,800.08,0.0,12.6,0.0,Jul-13,152.69,,Apr-16,0,0,0.0
6503,966834,1187721,6800,6800,6800.0,36,10.65%,221.5,B,B2,Internal Revenue Service,3 years,RENT,52852.0,Verified,Oct-11,Charged Off,debt_consolidation,Debt Consolidation,913xx,CA,6.79,0,Apr-06,1,0,0,17,0,6893,24.50%,18,0.0,0.0,4429.36,4429.36,3498.2,917.2,0.0,13.96,0.0,Jun-13,221.5,,May-16,0,0,0.0
6523,967372,1188090,12000,12000,11750.0,60,14.27%,280.91,C,C2,Merrill Lynch,10+ years,MORTGAGE,42000.0,Source Verified,Sep-11,Charged Off,debt_consolidation,Dee's Consolidation,482xx,MI,11.89,0,Apr-00,0,0,0,6,0,9382,83.80%,16,0.0,0.0,6179.14,6050.17,3444.9,2722.14,0.0,12.1,0.0,Aug-13,280.91,,May-16,0,0,0.0
6526,967350,1188277,5600,5600,5600.0,36,11.71%,185.23,B,B3,Bouchard Insurance,8 years,MORTGAGE,39000.0,Not Verified,Sep-11,Charged Off,debt_consolidation,Debt Consolidation,346xx,FL,19.54,2,Oct-03,2,14,0,18,0,6663,27.50%,29,0.0,0.0,2089.65,2089.65,1360.57,486.13,0.0,242.95,2.32,Aug-12,185.23,,Feb-13,0,0,0.0
6541,967084,1187992,16000,16000,16000.0,60,17.27%,399.97,D,D3,icd inc,10+ years,RENT,84000.0,Verified,Oct-11,Charged Off,major_purchase,Major Purpose,211xx,MD,19.26,0,Feb-01,1,31,0,7,0,5231,76.90%,16,0.0,0.0,5249.02,5249.02,1995.66,2429.03,19.96240964,804.37,7.97,Oct-12,32.42,,Feb-13,0,0,0.0
6545,967217,1188131,15000,15000,15000.0,36,15.27%,521.97,C,C4,inova alexandria hospital,6 years,MORTGAGE,90000.0,Verified,Sep-11,Charged Off,debt_consolidation,Debt Consolidation Loan,223xx,VA,14.8,0,Aug-97,2,0,0,16,0,17187,49.50%,24,0.0,0.0,10372.34,10372.34,7031.46,2884.85,0.0,456.03,5.16,Jun-13,50.17,,Oct-13,0,0,0.0
6554,966932,1187832,10000,10000,10000.0,36,15.96%,351.38,C,C5,Money Management International,< 1 year,RENT,39000.0,Not Verified,Sep-11,Charged Off,debt_consolidation,Debt Consolidation Loan,770xx,TX,18.98,0,Dec-03,1,0,0,5,0,9068,97.50%,7,0.0,0.0,4964.96,4964.96,3066.21,1490.81,0.0,407.94,3.99,Nov-12,702.76,,Apr-13,0,0,0.0
6568,966615,1187292,2100,2100,2100.0,36,9.91%,67.68,B,B1,Sprint,2 years,RENT,105000.0,Not Verified,Sep-11,Charged Off,debt_consolidation,Debt Consolidation Loan,926xx,CA,19.63,0,Oct-94,0,0,0,14,0,57755,78.70%,25,0.0,0.0,472.01,472.01,359.88,112.13,0.0,0.0,0.0,May-12,67.68,,May-16,0,0,0.0
6588,890538,1107152,24000,24000,24000.0,60,17.27%,599.96,D,D3,Design Logic Group,9 years,MORTGAGE,119004.0,Source Verified,Oct-11,Charged Off,home_improvement,Home Improvement Project,280xx,NC,5.7,2,Apr-97,1,13,0,3,0,381,7.60%,13,0.0,0.0,28798.08,28798.08,17411.86,11347.86,0.0,38.36,6.9048,Oct-15,599.96,,May-16,0,0,0.0
